Data Set 4:Time(s),Data Set 4:C-Weighted Sound Level(db),Data Set 6:C-Weighted Sound Level(db),Data Set 9:C-Weighted Sound Level(db),Data Set 12:C-Weighted Sound Level(db),Data Set 13:C-Weighted Sound Level(db),Data Set 14:C-Weighted Sound Level(db)
3.900000,62.200000,63.000000,57.600000,63.400000,65.600000,67.400000
3.905000,62.600000,63.300000,61.700000,53.000000,65.100000,67.600000
3.910000,62.500000,62.700000,61.500000,53.000000,65.700000,67.700000
3.915000,64.700000,61.800000,61.900000,53.000000,66.900000,67.800000
3.920000,62.300000,60.900000,62.700000,53.000000,68.600000,68.000000
3.925000,63.300000,62.200000,63.800000,53.000000,69.300000,68.200000
3.930000,62.700000,62.300000,64.700000,53.000000,69.000000,67.600000
3.935000,65.400000,61.700000,63.900000,53.000000,68.800000,67.400000
3.940000,63.500000,62.200000,65.200000,53.000000,68.600000,66.900000
3.945000,62.600000,61.800000,64.700000,65.000000,68.400000,66.700000
3.950000,66.600000,61.600000,64.600000,53.000000,67.800000,66.400000
3.955000,62.700000,60.800000,64.300000,53.000000,67.500000,66.300000
3.960000,63.900000,62.400000,63.800000,53.000000,67.400000,66.400000
3.965000,67.100000,62.000000,63.600000,53.000000,66.900000,66.000000
3.970000,63.500000,61.500000,68.800000,53.000000,67.200000,65.600000
3.975000,64.400000,62.200000,71.100000,53.000000,67.900000,65.500000
3.980000,65.000000,62.900000,61.900000,53.000000,66.200000,64.800000
3.985000,65.200000,63.200000,75.700000,53.000000,65.800000,64.300000
3.990000,67.400000,62.400000,83.400000,56.100000,65.900000,64.000000
3.995000,65.400000,61.300000,53.000000,53.000000,66.900000,64.200000
4.000000,68.500000,60.900000,69.800000,53.000000,65.400000,64.700000
4.005000,65.100000,96.900000,65.300000,59.800000,64.900000,64.600000
4.010000,62.600000,114.800000,66.100000,53.000000,65.800000,64.000000
4.015000,65.200000,121.100000,68.000000,53.000000,62.500000,64.300000
4.020000,64.700000,124.400000,59.400000,53.000000,61.400000,64.500000
4.025000,62.300000,126.900000,72.100000,60.500000,61.200000,64.300000
4.030000,64.500000,126.900000,73.100000,53.000000,62.700000,65.600000
4.035000,61.900000,126.500000,53.000000,53.000000,65.000000,64.900000
4.040000,61.700000,126.300000,61.000000,55.900000,63.600000,64.800000
4.045000,63.100000,126.100000,70.900000,60.400000,62.300000,65.000000
4.050000,61.600000,125.800000,73.300000,61.000000,63.400000,65.700000
4.055000,62.600000,125.700000,66.700000,60.800000,63.700000,65.400000
4.060000,65.100000,125.700000,66.500000,53.000000,62.600000,64.500000
4.065000,61.000000,125.500000,67.700000,54.600000,61.100000,65.000000
4.070000,61.900000,125.500000,66.800000,53.300000,62.100000,64.800000
4.075000,65.000000,119.600000,66.300000,53.000000,62.500000,64.900000
4.080000,61.400000,119.100000,63.900000,53.000000,62.600000,65.400000
4.085000,60.500000,117.100000,69.200000,53.000000,62.300000,65.600000
4.090000,61.900000,111.000000,62.800000,58.600000,61.500000,65.600000
4.095000,61.900000,110.100000,65.300000,60.200000,62.400000,65.000000
4.100000,61.700000,102.200000,63.600000,53.000000,64.300000,64.900000
4.105000,63.100000,100.400000,63.900000,58.300000,64.500000,65.400000
4.110000,63.800000,98.900000,63.400000,53.000000,64.600000,65.200000
4.115000,61.300000,56.700000,62.700000,53.000000,65.000000,64.700000
4.120000,61.400000,56.600000,63.600000,53.000000,65.300000,65.100000
4.125000,62.400000,56.400000,63.400000,53.000000,65.500000,65.000000
4.130000,61.500000,55.000000,63.400000,53.000000,65.800000,64.000000
4.135000,61.000000,57.300000,63.800000,53.000000,66.100000,64.300000
4.140000,59.300000,57.000000,63.100000,98.600000,66.400000,64.800000
4.145000,73.200000,63.700000,58.700000,113.100000,66.900000,64.500000
4.150000,61.800000,60.500000,64.700000,120.600000,67.300000,63.600000
4.155000,60.100000,53.700000,61.800000,123.800000,66.400000,64.100000
4.160000,64.000000,56.200000,61.900000,126.300000,66.900000,64.100000
4.165000,67.300000,56.200000,61.900000,126.200000,67.200000,65.200000
4.170000,63.500000,54.000000,61.000000,126.000000,68.000000,64.300000
4.175000,69.000000,57.200000,61.700000,125.900000,67.900000,65.600000
4.180000,70.300000,57.000000,62.900000,125.700000,68.100000,65.300000
4.185000,71.800000,58.000000,64.500000,125.600000,68.600000,65.100000
4.190000,70.500000,58.400000,63.900000,125.600000,68.900000,64.700000
4.195000,71.100000,59.200000,64.800000,125.500000,68.600000,64.600000
4.200000,69.300000,59.500000,63.400000,125.300000,68.200000,65.000000
4.205000,69.200000,57.800000,63.700000,125.400000,67.800000,65.100000
4.210000,70.800000,56.100000,64.500000,125.200000,67.900000,64.300000
4.215000,69.200000,58.000000,64.400000,125.200000,68.400000,64.100000
4.220000,70.100000,57.000000,63.700000,125.200000,69.100000,63.900000
4.225000,68.300000,60.000000,65.400000,125.200000,69.600000,63.500000
4.230000,64.700000,57.900000,66.300000,125.100000,69.500000,63.400000
4.235000,65.600000,60.500000,62.600000,125.100000,68.300000,63.600000
4.240000,65.900000,65.200000,62.100000,124.900000,67.900000,64.100000
4.245000,63.100000,61.200000,62.700000,124.900000,68.100000,64.400000
4.250000,65.300000,58.900000,63.000000,124.800000,68.200000,64.200000
4.255000,67.800000,58.300000,63.800000,124.700000,67.900000,64.000000
4.260000,65.300000,56.700000,63.600000,124.600000,67.400000,63.900000
4.265000,64.400000,57.500000,64.300000,124.600000,67.900000,63.600000
4.270000,62.600000,58.300000,64.400000,124.600000,68.100000,63.900000
4.275000,63.100000,60.300000,65.800000,124.400000,68.600000,63.800000
4.280000,64.400000,58.800000,67.300000,124.300000,68.200000,63.800000
4.285000,64.400000,58.700000,67.600000,124.200000,68.800000,64.100000
4.290000,62.700000,58.900000,60.500000,124.100000,69.100000,64.000000
4.295000,63.500000,73.100000,65.100000,123.900000,69.600000,64.600000
4.300000,61.100000,82.900000,64.400000,123.900000,69.600000,64.300000
4.305000,63.800000,68.600000,64.600000,123.800000,69.100000,64.000000
4.310000,62.500000,69.800000,65.100000,123.700000,69.200000,63.800000
4.315000,64.600000,65.600000,66.000000,123.600000,69.300000,63.700000
4.320000,63.700000,64.500000,66.700000,123.500000,68.900000,63.100000
4.325000,62.900000,59.100000,65.600000,123.300000,69.000000,62.800000
4.330000,63.100000,60.200000,67.100000,123.300000,69.000000,63.400000
4.335000,61.200000,60.600000,66.200000,123.200000,69.100000,63.400000
4.340000,61.800000,61.200000,65.700000,121.600000,69.300000,63.000000
4.345000,63.600000,59.800000,65.700000,119.400000,69.200000,63.100000
4.350000,62.300000,60.900000,64.700000,117.800000,68.800000,63.300000
4.355000,61.600000,60.600000,65.000000,112.500000,69.000000,63.200000
4.360000,62.700000,61.700000,64.300000,108.900000,68.600000,63.100000
4.365000,62.800000,60.100000,65.300000,101.100000,69.000000,63.000000
4.370000,62.300000,62.000000,63.300000,99.200000,70.500000,62.700000
4.375000,60.900000,61.100000,63.400000,56.900000,70.300000,62.500000
4.380000,61.700000,60.900000,64.100000,53.000000,70.100000,62.300000
4.385000,62.200000,60.600000,76.300000,53.000000,69.900000,61.900000
4.390000,61.700000,59.300000,66.900000,57.200000,69.300000,61.400000
4.395000,62.200000,59.400000,59.100000,53.000000,69.600000,61.000000
4.400000,62.400000,61.200000,65.500000,53.500000,69.600000,60.900000
4.405000,65.300000,60.200000,74.900000,60.500000,69.100000,61.000000
4.410000,62.900000,59.600000,80.100000,53.000000,68.200000,100.000000
4.415000,61.700000,60.500000,58.800000,57.900000,68.500000,116.700000
4.420000,61.900000,60.100000,60.800000,53.000000,68.300000,121.400000
4.425000,59.200000,59.400000,65.200000,53.000000,68.100000,124.400000
4.430000,62.300000,57.800000,63.300000,53.000000,68.300000,126.200000
4.435000,63.600000,57.800000,66.100000,53.000000,68.900000,125.900000
4.440000,65.100000,57.800000,62.700000,53.000000,69.300000,125.700000
4.445000,61.400000,58.400000,63.800000,59.500000,69.200000,125.700000
4.450000,59.900000,60.000000,63.900000,54.800000,69.500000,125.500000
4.455000,67.800000,59.500000,65.000000,53.000000,70.200000,125.300000
4.460000,69.900000,59.400000,63.300000,53.000000,70.000000,125.300000
4.465000,61.700000,58.900000,65.100000,53.500000,69.500000,125.300000
4.470000,60.100000,59.300000,63.700000,53.000000,70.000000,125.200000
4.475000,59.900000,58.700000,61.300000,56.200000,70.100000,125.600000
4.480000,59.100000,60.000000,59.600000,58.700000,69.200000,119.900000
4.485000,55.400000,58.600000,58.700000,65.000000,69.500000,118.000000
4.490000,65.000000,58.900000,61.700000,53.500000,69.100000,115.100000
4.495000,58.000000,61.300000,58.400000,58.200000,68.600000,109.300000
4.500000,71.900000,57.300000,59.900000,63.300000,68.800000,109.200000
4.505000,64.800000,56.100000,59.200000,53.000000,69.400000,105.000000
4.510000,64.200000,56.100000,59.900000,53.000000,69.400000,98.100000
4.515000,65.100000,57.900000,61.600000,53.000000,69.400000,63.600000
4.520000,64.700000,58.000000,60.600000,62.200000,69.800000,63.900000
4.525000,63.000000,57.800000,70.100000,53.000000,70.100000,63.600000
4.530000,63.500000,56.400000,63.400000,53.000000,70.100000,64.100000
4.535000,63.400000,58.800000,62.300000,53.000000,70.200000,64.100000
4.540000,65.900000,57.200000,64.700000,53.000000,70.800000,64.100000
4.545000,62.900000,56.600000,65.900000,53.000000,70.800000,64.400000
4.550000,63.500000,58.200000,65.000000,64.700000,71.300000,64.300000
4.555000,65.400000,58.200000,65.100000,53.000000,69.300000,64.500000
4.560000,67.100000,60.000000,63.900000,53.000000,70.500000,64.900000
4.565000,67.100000,58.200000,61.300000,53.000000,71.600000,65.400000
4.570000,65.000000,58.900000,59.900000,64.900000,69.200000,65.300000
4.575000,62.600000,58.600000,85.300000,67.200000,71.100000,65.600000
4.580000,62.600000,58.800000,75.400000,53.000000,69.500000,65.600000
4.585000,62.300000,60.400000,53.000000,53.000000,70.800000,65.700000
4.590000,62.600000,60.600000,70.000000,55.000000,69.300000,65.900000
4.595000,64.600000,60.200000,66.700000,56.700000,69.900000,65.900000
4.600000,65.900000,58.600000,63.600000,53.000000,70.000000,65.900000
4.605000,63.000000,57.600000,64.700000,53.000000,69.800000,66.000000
4.610000,64.200000,57.800000,62.300000,53.000000,69.000000,65.900000
4.615000,63.700000,55.400000,65.800000,53.000000,70.200000,65.100000
4.620000,61.200000,55.900000,63.200000,53.000000,69.600000,65.500000
4.625000,60.800000,56.600000,65.600000,53.000000,68.800000,65.800000
4.630000,61.700000,56.900000,65.600000,53.000000,69.300000,65.300000
4.635000,60.900000,58.200000,66.400000,53.000000,70.400000,64.500000
4.640000,63.700000,58.000000,65.400000,60.500000,69.200000,64.600000
4.645000,65.800000,58.000000,68.400000,55.500000,67.300000,64.500000
4.650000,68.000000,58.300000,68.400000,63.600000,67.300000,63.700000
4.655000,60.800000,57.200000,68.200000,54.800000,69.100000,63.900000
4.660000,61.500000,57.900000,63.700000,53.000000,69.200000,63.400000
4.665000,59.600000,58.400000,58.900000,53.000000,69.300000,63.200000
4.670000,63.500000,57.900000,63.900000,53.000000,68.400000,63.400000
4.675000,60.200000,57.300000,62.900000,60.500000,70.800000,93.400000
4.680000,66.400000,57.900000,64.000000,53.000000,68.600000,108.500000
4.685000,60.000000,57.200000,62.400000,53.000000,72.300000,119.700000
4.690000,65.400000,57.900000,54.200000,62.300000,72.400000,123.600000
4.695000,63.700000,58.900000,65.300000,53.000000,69.400000,126.000000
4.700000,63.900000,59.200000,62.000000,60.700000,68.100000,126.700000
4.705000,63.400000,58.200000,58.900000,53.000000,69.000000,126.400000
4.710000,62.700000,59.200000,62.700000,58.600000,67.600000,126.200000
4.715000,64.200000,58.400000,59.200000,53.000000,66.800000,125.900000
4.720000,62.700000,58.700000,58.600000,53.000000,67.900000,125.700000
4.725000,65.300000,60.000000,60.700000,53.000000,68.300000,125.600000
4.730000,63.400000,60.900000,60.000000,53.000000,68.800000,125.500000
4.735000,61.300000,57.800000,60.900000,53.000000,69.100000,125.400000
4.740000,64.300000,65.800000,61.700000,53.000000,68.900000,125.400000
4.745000,60.700000,63.100000,71.400000,53.000000,68.900000,125.200000
4.750000,61.700000,58.400000,72.700000,59.400000,67.600000,125.200000
4.755000,64.300000,59.200000,68.200000,58.900000,67.400000,125.100000
4.760000,64.400000,59.100000,64.800000,53.000000,67.200000,125.100000
4.765000,65.600000,55.000000,64.800000,60.100000,66.300000,125.100000
4.770000,62.300000,80.800000,68.300000,53.000000,65.800000,124.900000
4.775000,63.100000,70.500000,66.200000,53.000000,66.300000,124.800000
4.780000,64.100000,66.100000,65.100000,59.600000,68.500000,124.700000
4.785000,65.700000,69.000000,65.500000,53.000000,66.700000,124.500000
4.790000,64.400000,53.000000,64.700000,57.600000,68.400000,124.400000
4.795000,68.200000,58.900000,59.200000,53.000000,67.700000,124.300000
4.800000,65.500000,57.800000,62.200000,57.900000,67.000000,124.300000
4.805000,65.300000,58.300000,67.600000,53.000000,67.500000,124.200000
4.810000,67.400000,57.500000,70.000000,59.200000,68.200000,124.200000
4.815000,72.300000,57.300000,66.600000,53.000000,68.600000,124.200000
4.820000,69.800000,59.600000,61.200000,62.800000,68.300000,124.100000
4.825000,72.700000,57.800000,69.700000,53.000000,68.300000,123.900000
4.830000,69.500000,59.100000,60.300000,53.000000,67.400000,123.900000
4.835000,71.300000,56.600000,62.700000,53.000000,67.500000,123.800000
4.840000,70.300000,56.700000,63.400000,53.000000,67.600000,123.700000
4.845000,71.300000,58.000000,64.700000,57.200000,67.500000,123.600000
4.850000,67.200000,56.400000,63.900000,59.800000,67.600000,123.600000
4.855000,68.800000,60.100000,64.500000,54.000000,67.600000,123.400000
4.860000,68.700000,63.000000,53.000000,56.900000,66.900000,123.400000
4.865000,70.400000,62.300000,66.100000,53.000000,67.400000,123.300000
4.870000,62.300000,60.100000,70.500000,62.700000,67.500000,123.100000
4.875000,66.800000,60.600000,66.300000,61.000000,66.500000,123.000000
4.880000,69.500000,60.500000,62.300000,53.000000,67.200000,121.000000
4.885000,69.200000,59.500000,67.000000,53.000000,66.800000,118.300000
4.890000,67.300000,57.800000,61.800000,55.200000,68.200000,115.900000
4.895000,65.500000,58.200000,68.700000,60.800000,66.900000,112.100000
4.900000,62.900000,58.200000,66.200000,61.800000,66.500000,101.900000
4.905000,62.700000,58.200000,61.400000,56.100000,66.300000,100.100000
4.910000,61.900000,57.600000,68.700000,53.000000,67.500000,97.500000
4.915000,61.000000,57.600000,63.800000,53.000000,67.200000,65.300000
4.920000,60.800000,58.800000,64.000000,53.000000,66.900000,65.800000
4.925000,60.600000,58.700000,60.800000,53.500000,67.700000,65.900000
4.930000,62.900000,57.800000,58.000000,53.000000,68.200000,66.400000
4.935000,62.100000,57.900000,53.000000,53.000000,67.400000,66.900000
4.940000,61.000000,63.400000,57.600000,53.000000,67.600000,78.400000
4.945000,61.000000,64.200000,61.100000,53.000000,67.200000,70.900000
4.950000,60.000000,64.500000,60.600000,58.300000,66.800000,67.400000
4.955000,60.800000,62.300000,61.800000,53.000000,66.500000,67.500000
4.960000,61.800000,56.700000,60.200000,53.000000,66.500000,66.600000
4.965000,65.400000,59.100000,61.700000,53.000000,65.500000,66.700000
4.970000,64.000000,58.700000,60.300000,53.300000,66.700000,67.100000
4.975000,67.400000,65.700000,61.400000,57.300000,66.300000,67.300000
4.980000,63.600000,70.300000,60.800000,58.000000,65.400000,67.700000
4.985000,68.000000,73.900000,62.600000,53.000000,66.100000,67.800000
4.990000,73.200000,71.300000,65.200000,53.000000,67.200000,67.500000
4.995000,65.000000,66.600000,66.900000,53.000000,66.700000,67.400000
5.000000,64.500000,65.100000,65.300000,53.000000,66.300000,68.300000
5.005000,65.800000,67.600000,58.600000,57.500000,66.300000,67.400000
5.010000,69.100000,63.700000,61.600000,63.600000,66.200000,67.200000
5.015000,80.200000,62.300000,66.200000,61.300000,66.900000,67.400000
5.020000,71.600000,62.400000,60.000000,53.000000,66.800000,67.200000
5.025000,65.400000,61.800000,57.600000,54.400000,67.300000,68.000000
5.030000,69.600000,60.300000,57.500000,53.000000,66.900000,68.200000
5.035000,67.300000,63.000000,63.400000,54.000000,66.600000,67.900000
5.040000,74.300000,66.600000,59.800000,53.700000,67.400000,71.000000
5.045000,69.100000,60.500000,75.200000,58.400000,67.100000,68.400000
5.050000,68.500000,63.600000,74.300000,55.200000,68.000000,68.500000
5.055000,69.900000,60.000000,53.000000,66.200000,67.100000,67.300000
5.060000,62.600000,60.000000,64.700000,67.400000,68.100000,68.900000
5.065000,74.100000,60.300000,63.100000,53.000000,68.600000,68.900000
5.070000,65.900000,60.200000,68.700000,67.100000,68.900000,70.100000
5.075000,64.500000,57.300000,62.700000,53.000000,69.500000,68.800000
5.080000,60.300000,91.900000,63.500000,53.000000,69.600000,67.900000
5.085000,71.500000,116.000000,68.300000,74.300000,70.200000,66.800000
5.090000,68.000000,121.700000,68.300000,58.300000,70.100000,68.400000
5.095000,65.300000,124.900000,78.100000,70.500000,70.200000,65.400000
5.100000,68.800000,127.000000,65.700000,53.000000,70.500000,65.100000
5.105000,64.400000,126.600000,62.600000,53.000000,70.400000,63.500000
5.110000,70.100000,126.500000,60.400000,53.000000,71.500000,64.600000
5.115000,68.400000,126.300000,64.400000,79.500000,71.400000,65.000000
5.120000,66.400000,126.000000,66.200000,53.000000,71.300000,64.400000
5.125000,65.000000,125.800000,63.900000,53.000000,71.800000,67.500000
5.130000,76.100000,125.600000,64.100000,89.700000,72.000000,71.400000
5.135000,74.300000,125.600000,66.800000,53.000000,72.000000,75.900000
5.140000,74.300000,125.400000,67.300000,53.000000,71.900000,79.700000
5.145000,76.700000,125.400000,65.800000,53.000000,71.200000,80.100000
5.150000,74.900000,125.400000,64.300000,53.000000,71.500000,83.700000
5.155000,77.500000,125.300000,64.500000,65.000000,71.500000,83.300000
5.160000,70.800000,125.200000,71.200000,53.000000,70.800000,84.000000
5.165000,65.300000,125.200000,72.300000,53.000000,70.700000,84.100000
5.170000,64.500000,125.100000,68.900000,53.000000,69.700000,79.900000
5.175000,62.100000,125.000000,67.800000,53.000000,69.000000,78.700000
5.180000,72.200000,124.900000,67.800000,53.000000,69.500000,83.000000
5.185000,78.100000,124.900000,71.200000,54.600000,70.300000,81.800000
5.190000,75.400000,124.700000,69.900000,59.900000,70.500000,83.600000
5.195000,69.800000,124.600000,67.500000,53.000000,70.300000,82.500000
5.200000,62.200000,124.500000,66.600000,53.000000,70.100000,82.000000
5.205000,68.800000,124.400000,67.300000,61.400000,70.100000,79.700000
5.210000,66.100000,124.400000,66.400000,60.000000,69.900000,72.500000
5.215000,67.100000,124.300000,65.600000,53.000000,69.100000,70.900000
5.220000,64.700000,124.300000,65.600000,62.100000,69.400000,66.100000
5.225000,76.300000,124.200000,65.800000,53.000000,69.000000,66.300000
5.230000,65.400000,124.200000,65.100000,54.000000,69.200000,65.600000
5.235000,69.700000,124.000000,66.900000,53.000000,69.900000,66.000000
5.240000,72.700000,124.000000,64.100000,62.700000,70.000000,66.500000
5.245000,74.900000,123.900000,63.700000,53.000000,69.700000,67.900000
5.250000,74.400000,123.700000,63.300000,53.000000,69.700000,72.500000
5.255000,71.300000,123.500000,62.300000,53.000000,69.500000,77.900000
5.260000,70.700000,123.500000,63.100000,53.000000,70.200000,76.600000
5.265000,66.700000,123.400000,62.100000,55.000000,70.300000,78.100000
5.270000,62.700000,123.300000,63.000000,53.000000,70.000000,79.600000
5.275000,68.100000,123.300000,62.600000,53.000000,69.700000,79.900000
5.280000,69.000000,124.000000,61.800000,53.000000,69.900000,77.600000
5.285000,67.900000,118.900000,61.600000,62.200000,70.400000,73.500000
5.290000,67.700000,116.900000,61.600000,53.000000,69.800000,76.100000
5.295000,78.200000,113.700000,61.600000,53.000000,70.100000,78.300000
5.300000,70.700000,109.400000,61.700000,63.900000,70.800000,76.300000
5.305000,61.700000,102.400000,61.200000,53.000000,71.800000,76.300000
5.310000,65.700000,100.100000,61.500000,53.000000,72.200000,74.400000
5.315000,74.800000,95.200000,59.100000,53.000000,72.100000,71.500000
5.320000,71.600000,94.200000,59.200000,53.000000,72.000000,73.300000
5.325000,72.700000,94.800000,58.900000,53.000000,71.400000,69.200000
5.330000,63.500000,93.300000,60.100000,53.000000,71.000000,66.900000
5.335000,73.000000,93.800000,65.000000,53.000000,71.800000,65.600000
5.340000,65.900000,95.600000,62.100000,53.000000,71.400000,65.300000
5.345000,63.700000,95.000000,61.700000,53.000000,70.800000,65.600000
5.350000,64.800000,98.900000,61.700000,54.600000,70.400000,66.100000
5.355000,62.800000,117.400000,62.300000,53.000000,70.200000,66.600000
5.360000,70.100000,121.500000,62.700000,53.000000,70.000000,68.400000
5.365000,66.500000,124.800000,63.500000,61.400000,70.300000,71.200000
5.370000,70.800000,126.500000,62.100000,53.000000,70.000000,70.000000
5.375000,67.900000,126.100000,62.900000,53.000000,70.100000,72.000000
5.380000,72.800000,126.000000,64.700000,59.100000,70.500000,71.600000
5.385000,67.900000,125.700000,64.500000,61.400000,70.700000,72.800000
5.390000,74.400000,125.500000,64.300000,65.400000,70.900000,72.300000
5.395000,68.100000,125.400000,64.500000,53.000000,70.200000,72.900000
5.400000,68.000000,125.300000,62.000000,53.000000,69.600000,72.900000
5.405000,61.400000,125.200000,61.400000,53.000000,69.700000,71.300000
5.410000,66.700000,125.100000,60.100000,54.200000,70.300000,73.800000
5.415000,68.700000,125.300000,60.700000,53.000000,71.000000,71.900000
5.420000,67.900000,119.000000,63.100000,53.000000,70.600000,71.000000
5.425000,65.300000,116.800000,62.300000,53.000000,69.700000,76.500000
5.430000,64.500000,113.800000,61.400000,58.200000,69.200000,72.900000
5.435000,65.000000,109.900000,56.400000,66.700000,69.900000,68.600000
5.440000,65.000000,107.500000,61.800000,53.000000,69.200000,68.100000
5.445000,67.000000,98.100000,61.800000,53.000000,69.700000,67.900000
5.450000,71.000000,97.300000,64.100000,53.000000,70.800000,67.900000
5.455000,67.100000,63.400000,65.100000,53.000000,71.300000,68.000000
5.460000,69.100000,63.500000,64.500000,53.000000,70.900000,69.000000
5.465000,66.400000,63.000000,64.700000,53.000000,69.700000,69.800000
5.470000,65.600000,62.800000,65.200000,63.200000,69.200000,73.400000
5.475000,67.900000,62.200000,64.700000,53.000000,69.900000,70.100000
5.480000,64.100000,61.500000,96.200000,53.000000,70.500000,73.000000
5.485000,65.700000,60.600000,103.800000,53.000000,70.200000,73.900000
5.490000,67.800000,61.400000,118.000000,53.000000,70.400000,80.000000
5.495000,63.900000,61.700000,122.300000,53.000000,69.700000,78.700000
5.500000,63.000000,61.600000,125.000000,58.700000,69.300000,78.800000
5.505000,69.700000,60.200000,126.100000,53.000000,70.300000,75.700000
5.510000,64.100000,61.200000,125.600000,53.000000,70.800000,78.400000
5.515000,66.800000,59.400000,125.400000,53.000000,71.000000,75.900000
5.520000,65.400000,59.900000,125.200000,53.000000,70.700000,75.100000
5.525000,72.800000,61.100000,125.000000,67.400000,70.600000,74.900000
5.530000,69.900000,62.000000,124.900000,53.000000,70.800000,71.700000
5.535000,73.900000,61.300000,124.900000,53.000000,71.100000,70.100000
5.540000,66.200000,61.400000,124.800000,53.000000,70.700000,68.000000
5.545000,73.000000,62.300000,124.600000,53.000000,70.700000,65.700000
5.550000,72.300000,66.300000,124.500000,53.000000,70.500000,64.800000
5.555000,73.700000,65.600000,124.400000,53.000000,70.400000,67.600000
5.560000,69.000000,67.900000,124.300000,56.200000,70.300000,66.200000
5.565000,71.300000,61.200000,124.400000,53.000000,69.600000,67.900000
5.570000,69.900000,62.900000,124.300000,53.000000,69.600000,71.900000
5.575000,78.900000,63.100000,124.200000,66.400000,69.200000,71.800000
5.580000,74.300000,61.000000,124.100000,53.000000,69.600000,75.100000
5.585000,73.200000,61.700000,124.100000,53.000000,70.400000,74.900000
5.590000,67.400000,62.100000,123.900000,53.000000,70.400000,76.900000
5.595000,72.200000,61.800000,123.800000,63.500000,70.700000,75.600000
5.600000,78.300000,61.200000,123.700000,53.000000,71.000000,77.000000
5.605000,68.800000,63.000000,123.500000,56.400000,71.100000,75.700000
5.610000,76.500000,63.000000,123.400000,53.000000,70.400000,73.900000
5.615000,66.500000,64.200000,123.300000,53.000000,70.900000,73.200000
5.620000,68.300000,64.700000,123.100000,65.100000,70.100000,79.700000
5.625000,68.000000,63.300000,123.100000,53.000000,70.500000,79.100000
5.630000,72.100000,64.700000,122.900000,53.000000,70.900000,76.600000
5.635000,73.500000,65.100000,122.800000,53.000000,70.800000,73.500000
5.640000,64.900000,64.200000,122.700000,53.000000,71.600000,70.400000
5.645000,65.300000,65.700000,122.600000,53.000000,71.800000,69.500000
5.650000,71.200000,63.200000,122.600000,66.900000,72.000000,68.400000
5.655000,68.000000,65.100000,122.400000,53.000000,71.000000,67.500000
5.660000,74.300000,65.400000,122.300000,53.000000,71.600000,67.400000
5.665000,67.000000,65.900000,122.200000,53.000000,71.500000,67.900000
5.670000,68.100000,65.000000,122.200000,53.000000,71.900000,68.100000
5.675000,67.000000,68.600000,122.300000,53.000000,72.200000,73.500000
5.680000,66.000000,68.400000,122.100000,53.000000,71.700000,78.600000
5.685000,71.100000,67.600000,121.100000,53.000000,70.800000,72.200000
5.690000,72.400000,69.200000,116.600000,53.000000,71.400000,77.000000
5.695000,71.900000,63.300000,113.700000,53.000000,72.400000,73.600000
5.700000,71.100000,64.600000,106.400000,53.000000,72.000000,73.300000
5.705000,70.500000,63.500000,100.600000,53.000000,71.200000,76.000000
5.710000,68.800000,65.700000,97.000000,53.000000,71.000000,72.300000
5.715000,72.000000,65.300000,63.100000,53.000000,71.300000,76.900000
5.720000,74.000000,61.200000,63.400000,53.000000,71.200000,74.100000
5.725000,73.500000,82.400000,62.400000,53.000000,71.100000,71.300000
5.730000,74.800000,78.300000,61.300000,53.000000,71.500000,69.900000
5.735000,68.700000,79.400000,61.700000,60.200000,70.900000,68.000000
5.740000,79.800000,78.800000,64.300000,54.800000,70.600000,67.400000
5.745000,72.500000,65.600000,63.600000,53.000000,71.100000,65.300000
5.750000,71.900000,62.200000,62.700000,93.700000,70.700000,65.300000
5.755000,74.000000,64.800000,61.700000,112.400000,70.500000,64.200000
5.760000,72.300000,65.500000,61.200000,118.900000,70.600000,63.800000
5.765000,72.400000,63.400000,60.400000,122.000000,69.600000,66.600000
5.770000,67.200000,70.800000,62.300000,124.500000,69.100000,73.100000
5.775000,68.500000,60.600000,63.900000,124.500000,69.700000,73.200000
5.780000,70.900000,66.100000,63.600000,124.000000,69.700000,70.300000
5.785000,72.900000,61.700000,62.600000,123.800000,70.000000,72.500000
5.790000,77.600000,62.600000,64.400000,123.600000,70.100000,73.400000
5.795000,72.900000,62.600000,64.100000,123.300000,70.500000,72.900000
5.800000,71.400000,63.300000,64.300000,123.100000,70.800000,73.900000
5.805000,75.300000,63.900000,65.100000,122.900000,69.800000,71.600000
5.810000,78.200000,65.400000,65.200000,122.800000,69.300000,71.400000
5.815000,72.100000,60.500000,65.500000,122.700000,70.900000,74.200000
5.820000,80.300000,61.400000,63.900000,122.600000,71.900000,77.700000
5.825000,74.500000,64.100000,64.400000,122.500000,71.700000,73.200000
5.830000,68.800000,64.800000,62.900000,122.400000,72.000000,69.500000
5.835000,71.900000,67.100000,61.400000,122.400000,72.000000,68.700000
5.840000,71.600000,64.300000,61.400000,122.400000,71.300000,67.100000
5.845000,71.700000,63.800000,62.300000,122.200000,71.000000,67.000000
5.850000,72.200000,61.600000,62.400000,122.000000,71.300000,67.500000
5.855000,75.300000,62.200000,60.500000,122.000000,71.200000,67.700000
5.860000,70.800000,63.300000,62.200000,121.900000,70.500000,68.000000
5.865000,73.300000,63.900000,62.500000,121.800000,70.000000,68.900000
5.870000,79.300000,65.100000,66.200000,121.600000,69.800000,70.000000
5.875000,80.300000,62.700000,62.500000,121.600000,69.600000,70.500000
